dia	mes	agno	personaje	texto
17	7	2021	198	July 17, 1819. Climatologist and inventor Eunice Newton Foote was born. She was a pioneer in the greenhouse effect research. She was three years ahead of John Tyndall's experiments, who was considered the discoverer of the CO2 effect in the atmosphere.
18	7	2021	199	July 18, 1881. Pedagogue and humanist María de Maeztu was born. She was the director of important pedagogical women's teaching institutions (the International Residence of Young Ladies, the Institute-School, and the Women's Lyceum Club). She worked on providing her students with intellectual training that would promote civil responsibility and equal and inclusive participation in society.
19	7	2021	200	July 19, 1945. Geneticist Nancy Wexler was born. She collaborated in the discovery of the location of the gene that causes Huntington's disease.
20	7	2021	201	July 20, 1969. Apollo 11 lunar module, named Eagle, successfully landed on the Moon.
21	7	2021	202	July 21, 2013. A flexible and sensitive electronic skin mimicking real human skin was developed. This skin can detect and respond to different levels of pressure.
22	7	2021	203	July 22, 1871. The foundation stone for the Tay railway bridge (Scotland) was laid. It was the longest bridge in the world at that time.
23	7	2021	204	July 23, 2020. A study with the participation of the CSIC revealed a 50% reduction in seismic noise attributed to human activity. This reduction was observed as a consequence of the confinement measures due to the coronavirus pandemic.
24	7	2021	205	July 24, 2009. The Large Telescope Canarias was inaugurated at the Roque de los Muchachos Observatory. It became the largest optical telescope in the world.
25	7	2021	206	July 25, 1938. Psychologist Davida Teller was born. Her work contributed to the understanding of children's visual development.
26	7	2021	207	July 26, 2005. The first International Day for the defense of the mangrove ecosystem was celebrated.
27	7	2021	208	July 27, 1995. Professor Sheila Rowan presented her doctoral thesis on gravitational waves.
28	7	2021	209	July 28, 1635. English scientist Robert Hooke was born. He was the first person to describe microscopic life in his book Micrographia. This is the first book containing the word cell.
29	7	2021	210	July 29, 1796. Inventor Walter Hunt was born. He is known as the inventor of the safety pin.
30	7	2021	211	July 30, 1889. Engineer Vladimir Zworykin was born. He invented the cathode ray tube and, for this reason, he is known as the father of television.
31	7	2021	212	July 31, 1923. Chemist Stephanie Kwolek was born. She synthesized for the first time Kevlar, a polymer that is used to manufacture tires, nautical sails, or bulletproof vests due to its lightness and extraordinary resistance.
1	8	2021	213	August 1, 1920. Henrietta Lacks was born. At the age of 31, she died of cervical cancer and was an involuntary donor of her cancer cells. These cells were used to develop an immortal cell culture line known as HeLa, the acronym of her name. Tens of thousands of scientific studies have been carried out using HeLa cells.
2	8	2021	214	August 2, 1941. Biologist Jules Hoffmann was born. He was awarded the Nobel Prize for his studies in the field of immunology. These works revolutionized the understanding of the immune system by discovering fundamental principles for its activation.
3	8	2021	215	August 3, 1958. The atomic submarine Nautilus cruised under the frozen crust of the Arctic Ocean, from the Pacific to the Atlantic Oceans.
4	8	2021	216	August 4, 1932. Computer scientist Frances Elizabeth Allen was born. In 2006, she became the first woman to receive the Turing Award.
5	8	2021	217	August 5, 2013. A Japanese company developed a reusable plaster to treat chronic high blood pressure by the continuous release of bisoprolol.
6	8	2021	218	August 6, 1991. Computer scientist Tim Berners-Lee brought the first web server online. This server was in the European Organization for Nuclear Research (CERN).
7	8	2021	219	August 7, 1933. Political scientist Elinor Ostrom was born. She was the first woman to be awarded the Nobel Prize in Economics, in 2009. She studied how people interact to maintain long-term levels of production of common resources.
8	8	2021	220	August 8, 1948. Engineer and cosmonaut Svetlana Savítskaya was born. She was the first woman to make two trips and walks to the outer space.
9	8	2021	221	August 9, 1966. Researcher Glenn Postolski was born. His works in the field of Social Sciences focus on mass media policies and communication rights.
10	8	2021	222	August 10, 2017. An IGME team sequenced, for the first time, acoustic images of volcanic plumes emitted during the eruption of an underwater volcano. The study was conducted near the El Hierro island.
11	8	2021	223	August 11, 1858. Nobel Prize winner Christiaan Eijkman was born. He is known for discovering the importance of vitamins in the diet. He also discovered vitamin B1.
12	8	2021	224	August 12, 1898. Marine geologist María Vasílievna Kliónova was born. She was the first woman to do research in Antarctica.
13	8	2021	225	August 13, 1797. Engineer and geologist Casiano de Prado was born. In 1862, he participated in the discovery of the first Palaeolithic remains in the Iberian Peninsula, in the Manzanares Valley.
14	8	2021	226	August 14, 1777. Hans Christian Oersted was born. He was the physicist who discovered electromagnetism.
15	8	2021	227	August 15, 1896. Biochemist Gerty Cori was born. Together with her husband Carl, they discovered the mechanism of the catalytic conversion of glycogen (the Cori cycle). She was the first woman to win the Nobel Prize in Physiology and Medicine.
16	8	2021	228	August 16, 1884. Science fiction pioneer Hugo Gernsback was born. His creativity and imagination were overflowing and he filed many patents. For example, an instrument to better capture sound on the radio, a new wax-free hair removal method, or a landing pad for flying machines.
17	8	2021	229	August 17, 1737. Agronomist, hygienist, and nutritionist Antoine Parmentier was born. Thanks to his work, the laws that prohibited the cultivation of potatoes were annulled. Until then, almost all European countries considered that potatoes were inedible.
18	8	2021	230	August 18, 1824. The Royal Conservatory of Arts and Crafts of Spain was founded. It stores all technological information and registers intellectual property rights.
19	8	2021	231	August 19, 1790. Watchmaker Edward John Dent was born. He is known for the creation of highly accurate watches and marine chronometers. London's Big Ben clock is among his most famous clocks.
20	8	2021	232	August 20, 1994. The American continent was declared free from poliomyelitis thanks to vaccination campaigns.
21	8	2021	233	August 21, 1961. Neurobiologist Mara Dierssen was born. She is a world expert in the fields of neurobiology and pharmacology, and one of the most prominent researchers in Down syndrome.
22	8	2021	234	August 22, 1945. Physiologist Ida Henrietta Hyde died. She developed a microelectrode powerful enough to stimulate tissues and small enough to extract tissue from a cell.
23	8	2021	235	August 23, 1931. Microbiologist Hamilton O. Smith was born. He was awarded the Nobel Prize for his work on restriction enzymes. These enzymes are capable of cutting nucleic acids at specific points.
24	8	2021	236	August 24, 1890. Bacteriologist Pearl Louella Kendrick was born. She is known for developing the first whooping cough vaccine. She did it in collaboration with the public health expert Grace Eldering and the chemist Loney Gordon.
25	8	2021	237	August 25, 1900. Nobel Prize winner Hans Adolf Krebs was born. He gave name to the Krebs cycle, a metabolic route that allows the obtention of energy in aerobic cells.
26	8	2021	238	August 26, 1860. The engineer and archaeologist Luis Siret y Cels was born. He discovered the first archaeological site of the Argaric culture in the Spanish southeast. The Argaric society was one of the most important societies in Europe in the 3rd and 2nd millennium B.C.E.
27	8	2021	239	August 27, 1956. The Calder Hall power plant was the first nuclear power plant to supply electricity to civilians in the UK.
28	8	2021	240	August 28, 2013. Miniature human brains, with the size of a pea, were grown from stem cells.
29	8	2021	241	August 29, 2019. The largest study conducted to assess the importance of genes in sexual behavior confirmed that there is no unique gene for homosexuality and revealed the complexity of human sexuality.
30	8	2021	242	August 30, 1984. The Discovery space shuttle took off for the first time. It made 39 missions for NASA.
31	8	2021	243	August 31, 1912. Researcher Robert F. Borkenstein was born. He investigated the influence of alcohol consumption in traffic accidents. He invented the breathalyzer, a revolutionary instrument to measure the level of alcohol in exhaled air.
1	9	2021	244	September 1, 1914. Martha, the last passenger pigeon (Ectopistes migratorius), died. It was 29 years old and lived in captivity at the Cincinnati Zoo (USA). In just a century, passenger pigeons went from being the most abundant bird in North America to becoming extinct.
2	9	2021	245	September 2, 1948. High school teacher Christa Corrigan McAuliffe was born. She was selected from more than 11,000 applicants to participate in NASA's Professor in Space Project. Christa planned to conduct experiments and to teach lessons from space. The space shuttle she was traveling on exploded 72 seconds after lift-off.
3	9	2021	246	September 3, 1938. Chemist Ryōji Noyori was born. He won the Nobel Prize for his research on catalysis. His methods are used, for example, for the production of menthol.
4	9	2021	247	September 4, 1998. Larry Page and Sergei Brin founded Google. The search engine began to be developed in 1996 as a research project when both were PhD-students.
5	9	2021	248	September 5, 1885. The first gas station was installed. It was placed in a garage in Indiana (United States).
6	9	2021	249	September 6, 1860. Sociologist and Nobel Peace Prize winner Jane Addams was born. She pioneered the profession of social work and founded the Hull House foster home, which also served as a sociological institution for women. Her works had a great influence on the Chicago school of sociology.
7	9	2021	250	September 7, 2016. Researchers from the IGME, the Institute of Marine Sciences (CSIC), and the University of Las Palmas de Gran Canaria discovered that El Hierro island lost 40% of its volume during a huge landslide. The mega landslide took place 80,000 years ago.
8	9	2021	251	September 8, 1871. Inventor and pianist Mary Elizabeth Hallock-Greenewalt was born. Her patents allowed the development of Sarabet, a colored organ. This instrument emitted colored lights with intensities and shades that were synchronized with the music.
9	9	2021	252	September 9, 1936. Molecular microbiologist Daisy Roulland-Dussoix was born. She collaborated in the discovery of restriction enzymes.
10	9	2021	253	September 10, 1984. The genetic fingerprint technique was developed, which allows people to be identified according to their DNA. This technique began to be used in criminology shortly after.
11	9	2021	254	September 11, 1942. Economist and economic historian Deirdre McCloskey was born. Her research includes the study of the origins of the modern world, the misuse of statistical significance in economics and other sciences, and the study of capitalism.
12	9	2021	255	September 12, 1958. Electrical engineer Jack Kilby introduced the world's first integrated circuit. Integrated circuits are also known as chips or microchips.
13	9	2021	256	September 13, 1956. The IBM company introduced the first commercial computer that used disk storage.
14	9	2021	257	September 14, 1849. Physiologist and Nobel Prize winner Ivan Pavlov was born. He described the stimulus-response model or Pavlov's conditioning in dogs.
15	9	2021	258	September 15, 1885. Constantin Fahlberg patented saccharin. This sweetener was first synthesized from coal tar derivatives.
16	9	2021	259	September 16, 1884. The first operation under local anesthesia was performed. Thanks to its success, its widespread use in dentistry began.
17	9	2021	260	September 17, 1857. Physicist and mathematician Konstantín Tsiolkovski was born. He was deaf since he was 10 years old and was completely self-taught. His work made it possible to put the first artificial satellite into orbit and the first trip of a person into space.
18	9	2021	261	September 18, 1819. Physicist Jean Foucault was born. He invented the gyroscope and the pendulum that demonstrates the rotation of the Earth.
19	9	2021	262	September 19, 1991. The mummified remains of a Paleolithic person (Ötzi) were discovered in the Similaun glacier in the Alps, on the Italo-Austrian border.
20	9	2021	263	September 20, 1906. Mathematician Vera Faddéyeva was born. She published some of the first works on linear algebra.
21	9	2021	264	September 21, 1866. Physician and microbiologist Charles Nicolle was born. He won the Nobel Prize for discovering that lice were the main vector of typhus.
22	9	2021	265	September 22, 1863. Microbiologist Alexandre Yersin was born. He co-discovered the bacterium responsible for the bubonic plague, which is named Yersinia pestis in his honor.
23	9	2021	266	September 23, 1889. Nintendo was founded. In its beginnings, it was a factory of Japanese playing cards. In 1975, it began to develop videogames and, today, it is one of the world's largest entertainment hardware and software companies.
24	9	2021	267	September 24, 1905. Spanish physician and scientist Severo Ochoa was born. He won the Nobel Prize for his pioneering studies on the synthesis of ribonucleic acid (RNA).
25	9	2021	268	September 25, 1899. Neurologist Margaret Kennard was born. She is known for her studies on the effects of neurological damage in primates.
26	9	2021	269	September 26, 2013. NASA's Curiosity Rover detected a large amount of easily accessible water in Gale Crater on Mars.
27	9	2021	270	September 27, 1818. Inventor Cosme García was born. He was the first Spanish to patent a submarine prototype. Once built, this submersible was successfully tested in the port of Alicante in 1860.
28	9	2021	271	September 28, 1889. The first General Conference on Weights and Measures defined the meter length as the distance between two lines on a bar made of a platinum alloy with 10% iridium, measured at the melting point of ice.
29	9	2021	272	September 29, 1938. Physicist Enrico Fermi was born. In 1938, he received the Nobel Prize in Physics for his work on induced radioactivity. Four years later, he carried out the first nuclear reaction of human origin.
30	9	2021	273	September 30, 2009. The Astronomical Observatory of Mallorca announced the discovery of the comet '2009QG31 La Sagra', beyond the orbit of Mars.
1	10	2021	274	October 1, 1883. The first test of communication by telephone in Spain took place. The line was between the Royal Palace and the Ministries in Madrid.
2	10	2021	275	October 2, 1846. Castile's optical telegraphy line began to operate. This line, which went from Madrid to Irún, was devised by José María Mathé.
3	10	2021	276	October 3, 1946. Chemist and crystallographer Rosalind Franklin published her Ph.D. on coal chemistry. This work was key to understanding the molecular structure of DNA.
4	10	2021	277	October 4, 1949. Biochemist Mariano Barbacid was born. He isolated the first human oncogene (H-ras). Oncogenes are responsible for transforming a normal cell into a malignant cell that will develop cancer.
5	10	2021	278	October 5, 1963. The microbiologist Francisco Juan Martínez Mojica was born. He discovered the repeated CRISPR sequences in archaea. CRISPR-Cas gene-editing technology is partially based on this discovery.
6	10	2021	279	October 6, 1897. Biochemist Florence Barbara Seibert was born. She developed a method to purify tuberculin-derived protein (PPD-S). This allowed the creation of a reliable test for tuberculosis.
7	10	2021	280	October 7, 1948. Naturalist and writer Diane Ackerman was born. Her scientific divulgation works combine poetry and simplicity, which has given her great editorial success.
8	10	2021	281	October 8, 1958. The Swedish surgeon Ake Senning implanted the first pacemaker.
9	10	2021	282	October 9, 1902. The international scientific community recognized the authenticity of the Palaeolithic art in the Altamira cave. These paintings were discovered by the child María Sanz de Sautuola when she was visiting the cave in the company of her father Marcelino.
10	10	2021	283	October 10, 1966. Chemist Carolyn Bertozzi was born. She studied the role of carbohydrates in diseases such as cancer, arthritis, or tuberculosis.
11	10	2021	284	October 11, 1755. Chemist Fausto Delhuyar was born. Together with his brother Juan José, also a chemist, they were the firsts to isolate tungsten (atomic number 74 in the Periodic Table). This metal is very rare and highly coveted for its many applications.
12	10	2021	285	October 12, 1920. Microbiologist Leslie Barnett was born. She contributed to some of the most important advances and discoveries about gene structure and functions.
13	10	2021	286	October 13, 1914. Garret Morgan patented the gas mask. A few years later, this inventor created the automatic traffic light with warning light.
14	10	2021	287	October 14, 1865. Geneticist Edith Rebecca Saunders was born. She played an important role in the rediscovery of Mendelian inheritance laws and the understanding of plant genetics.
15	10	2021	288	October 15, 1902. Physician Amparo Poch y Gascón was born. She specialized in childcare and did great educational work among the most modest social classes to avoid venereal diseases.
16	10	2021	289	October 16, 1969. Doñana became a National Park. Its marsh is a place of passage, breeding, and wintering for thousands of European and African birds.
17	10	2021	290	October 17, 1919. The first underground line in Spain started to operate. It ran between Puerta del Sol and Cuatro Caminos, in Madrid.
18	10	2021	291	October 18, 1799. Chemist Christian Schoenbein was born. He discovered nitrocellulose and named ozone.
19	10	2021	292	October 19, 1924. Pathologist Rosemary Bamforth was born. She established the link between ship worker cancer deaths and asbestos exposure.
20	10	2021	293	October 20, 1850. Naturalist Alice Blanche Balfour was born. She worked in the field of entomology and was a pioneer in genetics. She studied how the stripe pattern of zebras is inherited.
21	10	2021	294	October 21, 1879. Thomas Edison introduced the electric light bulb.
22	10	2021	295	October 22, 1949. Physician Rafael Matesanz was born. In 1989 he founded the National Transplant Organization (ONT), which established the protocols responsible for Spain being the world leader in transplants.
23	10	2021	296	October 23, 1887. The Spanish Navy began to build the Peral submarine. This electrically powered torpedo boat was the first military submarine in history.
24	10	2021	297	October 24, 1924. Biochemist and cereal specialist Evangelina Villegas was born. With her colleague Surinder K. Vasal, they developed high-quality corn protein, for which they won the World Food Award.
25	10	2021	298	October 25, 1906. Santiago Ramón y Cajal received notification that he had won the Nobel Prize in Medicine. Apparently, his first reaction was to comment that it was a joke by the students. The next day he read it in the newspapers.
26	10	2021	299	October 26, 1878. Mathematician Sixto Cámara Tecedor was born. He was the co-founder of the Spanish Association for the Progress of Sciences, the Spanish Mathematical Society, and the Laboratory and Mathematical Seminar of the Board for the Expansion of Studies.
27	10	2021	300	October 27, 1904. Philip Downing invented the post office box, still in use today.
28	10	2021	301	October 28, 1848. The first railway in the Iberian Peninsula was inaugurated. It connected Barcelona with Mataró. This construction forced to drill the first railway tunnel in Spain.
29	10	2021	302	October 29, 1969. Two computers from different Californian universities managed to connect and send a message through a new protocol, ARPANET. This network is the precursor of the internet.
30	10	2021	303	October 30, 1900. Scientist Ragnar Granit was born. He won the Nobel Prize for his discoveries of the physiological and chemical processes in the eye.
31	10	2021	304	October 31, 1798. John Dalton discovered dyschromatopsia. This eye disease is commonly known as daltonism.
1	11	2021	305	November 1, 1952. The chemical element with atomic number 100 was isolated for the first time. Its name (fermium) is a tribute to the physicist Enrico Fermi.
2	11	2021	306	November 2, 1919. Marie Morisawa, one of the founders of environmental geomorphology, was born. Geomorphology unites geography and geology to study the shapes of the earth's surface and understand its formation and current behavior.
3	11	2021	307	November 3, 1957. Laika traveled to space aboard Sputnik 2. She became the first animal to make a space flight.
4	11	2021	308	November 4, 2008. An IGME research team unveiled the El Soplao Cretaceous amber deposit. It has an exceptional dimension and richness. Its blue-purple amber shows a luminescence unequaled in the world.
5	11	2021	309	November 5, 1794. Chemist Elizabeth Fulhame published "An Essay on Combustion". It was the first example of catalysis to be described.
6	11	2021	310	November 6, 1935. Engineer Edwin Armstrong presented the study entitled A method of reducing radio disturbance using a frequency modulation system. This gave origin to the frequency-modulated (FM) radio.
7	11	2021	311	November 7, 1867. Chemist and physicist Marie Skłodowska-Curie was born. She coined the term radioactivity and was the first person to receive two Nobel Prizes in different specialties (Physics and Chemistry).
8	11	2021	312	November 8, 1878. Paleontologist and zoologist Dorothea Bate was born. She was a pioneer in zooarchaeology. Together with Dorothy Garrod, they found the fossil remains of numerous species yet not described.
9	11	2021	313	November 9, 1795. Surgeon James Barry was born. He was a doctor in the British Navy and worked to improve conditions for wounded soldiers. He performed the first successful cesarean section in Africa.
10	11	2021	314	November 10, 1983. PhD-student Fred Cohen created a computer program capable of self-installing, replicating, and spreading to other machines. The first computer virus was thus created.
11	11	2021	315	November 11, 1930. Physicist Mildred Dresselhaus was born. She is known as the queen of the science of coal for her remarkable works on graphite.
12	11	2021	316	November 12, 1919. Molecular biologist Grete Kellenberger-Gujer was born. Her prestige derives from her discoveries about genetic recombination and DNA restriction.
13	11	2021	317	November 13, 2013. NASA released a video depicting Mars as it might have been 4 billion years ago, with blue skies and water.
14	11	2021	318	November 14, 1863. Chemist Leo Baekeland was born. He invented the Bakelite, the first synthetic plastic. Its low cost and versatility made it very popular.
15	11	2021	319	November 15, 1873. Physician Sara Josephine Baker was born. Made important contributions to reduce infant mortality rate.
16	11	2021	320	November 16, 1940. Physicist María Josefa Yzuel Giménez was born. Her research has focused on the field of optics and has received numerous national and international distinctions.
17	11	2021	321	November 17, 2015. A total of 195 states ratified the creation of UNESCO Global Geoparks. These are places with a geological heritage of international relevance used to promote the sustainable development of the communities that inhabit them.
18	11	2021	322	November 18, 2010. A.S.U.R. launched the first edition of the Scientific School Calendar (in Romania).
19	11	2021	323	November 19, 2006. The Japanese video game company Nintendo released the Wii console.
20	11	2021	324	November 20, 1985. Surgeon Leonard Lee Bailey performed the first successful heart transplant in a newborn.
21	11	2021	325	November 21, 2013. The IceCube observatory at the South Pole detected high-energy neutrinos of extraterrestrial origin. Its origin is located outside our solar system.
22	11	2021	326	November 22, 2013. A research team from the University of Bönn discovered a gene of Neanderthal origin in modern people. It is an immunity gene that allows to recognize dangerous intruders and create an immune response for self-defense.
23	11	2021	327	November 23, 2002. Biochemist Ángel Martín Municio, the first Spanish member of the European Organization for Molecular Biology, passed away. He was president of the Royal Academy of Exact, Physical, and Natural Sciences for 17 years.
24	11	2021	328	November 24, 2021. Evolution Day. This day commemorates the publication in 1859 of the book The Origin of Species by Charles Darwin.
25	11	2021	329	November 25, 1884. A method to produce evaporated milk was patented to preserve the milk for longer periods. That same day, a machine was patented to sterilize the cans where this milk was preserved.
26	11	2021	330	November 26, 1857. Linguist Ferdinand de Saussure was born. He is recognized as the pioneer of scientific linguistics.
27	11	2021	331	November 27, 1895. Alfred Nobel signed his will. In it, he established the creation of a fund that would be used to award five annual prizes: the Nobel Prizes.
28	11	2021	332	November 28, 1920. Chemist Sagrario Ramírez Gallardo was born. She invented and patented the solid gasoline.
29	11	2021	333	November 29, 1926. Astronomer Dilhan Eryurt was born. Her work provided crucial information for NASA to model the solar impact on the lunar environment. She was awarded for her contribution to the Apollo 11 moon landing.
30	11	2021	334	November 30, 1720. Mathematician and writer María Andresa Casamayor y de la Coma was born. She was the author of Tirocinio Aritmético, a work to teach mathematics from and for daily life. She published this book under the male pseudonym Casandro Mamés de La Marca y Araioa, using the letters of her name in a different order.
1	12	2021	335	December 1, 1913. Psychologist Mary Ainsworth was born. Together with John Bowlby, they developed the attachment theory.
2	12	2021	336	December 2, 1942. Enrico Fermi commissioned the Chicago Pile-1, the world's first artificial nuclear reactor. The reactor consisted of a pile of uranium and graphite blocks.
3	12	2021	337	December 3, 1842. Chemist and ecologist Ellen Swallow Richards was born. She was one of the founders of environmental hygiene, a phase before modern ecology.
4	12	2021	338	December 4, 1844. Augusto Arcimís was born. He was the first Spanish professional meteorologist and first director of the Central Meteorological Institute (now the State Meteorological Agency).
5	12	2021	339	December 5, 1854. Aaron H. Allen patented the folding seat chair. Today, this type of seat is used in almost all theaters and auditoriums in the world.
6	12	2021	340	December 6, 1888. Zoologist Libbie Henrietta Hyman was born. Her six-volume work "The invertebrates" is still a reference work today.
7	12	2021	341	December 7, 1949. Teacher Ángela Ruiz Robles patented the Mechanical Encyclopedia. This invention is considered the forerunner of the electronic book. It included a strong perspective of attention to diversity, with the possibility of mounting audios and magnifying glasses for students with difficulties.
8	12	2021	342	December 8, 2013. A new method for extracting hydrogen from rocks and water was demonstrated at the University of Lyon. This technique could become a new source of green energy.
9	12	2021	343	December 9, 1979. A disease was eradicated for the first time. It was smallpox, and it was achieved thanks to vaccination.
10	12	2021	344	December 10, 1823. Paleontologist Mary Anning discovered the first complete skeleton of a plesiosaur. This large marine reptile lived in the Early Jurassic.
11	12	2021	345	December 11, 1863. Astronomer Annie Jump Cannon was born. She discovered 300 variable stars, and her cataloging work was fundamental to the current stellar classification.
12	12	2021	346	December 12, 1901. Guglielmo Marconi made the first transatlantic radio communication between Cornwall (UK) and Newfoundland (Canada).
13	12	2021	347	December 13, 1816. Inventor Werner von Siemens was born. He is considered one of the fathers of electrical engineering, and his last name has been linked forever to the company he founded: Siemens.
14	12	2021	348	December 14, 1911. The Norwegian expedition led by Roald Amundsen reached the South Pole. In case the team could not return, they left a tent there with a letter inside to demonstrate their achievement.
15	12	2021	349	December 15, 2010. The Malaspina Circumnavigation Expedition started. The Hespérides and Sarmiento de Gamboa (CSIC) ships went around the world to carry out scientific research, train young researchers, and promote marine science. Its name is a tribute to the expedition led by Alejandro Malaspina in the 18th century.
16	12	2021	350	December 16, 1954. Tracy Hall obtained the first synthetic diamonds in the General Electrics laboratories.
17	12	2021	351	December 17, 2014. A study by the IGME and the Universities of Barcelona and Harvard demonstrated the existence of terrestrial prawns in Álava. These crustaceans lived 105 million years ago and have been preserved in amber.
18	12	2021	352	December 18, 2019. A new species of a parasite in marsupials was described. The name is Theileria lupei in recognition of the veterinarian Guadalupe Miró, for her contribution to the field of parasitology.
19	12	2021	353	December 19, 2016. Nature magazine nominated Alexandra Elbakyan as one of the top ten people of the year in science. Alexandra is the founder of Sci-Hub, a website with free access to millions of scientific articles.
20	12	2021	354	December 20, 1852. Bacteriologist Kitasato Shibasaburō was born. He was co-discoverer of the bacteria that causes bubonic plague and developed treatments for tetanus, diphtheria, and anthrax. He also gave name to a laboratory instrument: the kitasato flask.
21	12	2021	355	December 21, 1773. Botanist Robert Brown was born. He discovered that tiny particles suspended in liquids are in motion. This is known as Brownian motion.
22	12	2021	356	December 22, 1882. Edward Hibberd Johnson became the first person in the world to decorate a Christmas tree with electric lights. At that time, it was common to use candles, which caused many fires.
23	12	2021	357	December 23, 1947. Physicists Walter Brattain and John Bardeen developed the first transistor. This device is the basis of the operation of most electronic devices.
24	12	2021	358	December 24, 1913. Chemist Miriam Michael Stimson was born. She developed the potassium bromide disc technique. This method of sample preparation improves their analysis by infrared spectroscopy.
25	12	2021	359	December 25, 1901. Richard Shope, the specialist in animal pathology who first isolated an influenza virus, was born. These viruses cause influenza in birds and mammals (including humans).
26	12	2021	360	December 26, 1780. Mathematician and astronomer Mary Fairfax Greig Somerville was born. She proposed the existence of a planet that altered the orbit of Uranus. This planet was later discovered to be Neptune.
27	12	2021	361	December 27, 1822. Chemist and microbiologist Louis Pasteur was born. He showed that fermentation was caused by microorganisms and invented pasteurization. This method allows the control of microbes in liquids, such as milk.
28	12	2021	362	December 28, 1956. Physicist Teresa Rodrigo Anoro was born. She played an important role in the discovery of the Higgs boson in 2012. She was director of the Institute of Physics of Cantabria and was part of CERN's Scientific Policy Committee.
29	12	2021	363	December 29, 1800. Inventor Charles Goodyear was born. He discovered the rubber vulcanization process, which is used to make tires.
30	12	2021	364	December 30, 1930. Chemist and pharmacist Youyou Tu was born. She received the Nobel Prize for discovering a new therapy against malaria.
31	12	2021	365	December 31, 2019. The WHO China Office received a notice of several cases of pneumonia of unknown cause in the city of Wuhan. Later, it was determined that the cause of the disease was the SARS-CoV-2 coronavirus.
